row,col,ditrune_ternary,upper_trigram,lower_trigram,element_trigram,element_position,rel_prefix,central_trigram,central_en,central_el,element_suffix_en,element_suffix_el,operator_token,true_token
19,6,002212,002,212,002,upper,HYPER,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,KAT,ΚΑΤ,HYPERWorldSphereKAT,ΥΠΕΡΚΟΣΜΟΣΦΑΙΡΑΚΑΤ
19,7,212212,212,212,,none,,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,,,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ
19,8,001212,001,212,001,upper,HYPER,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,OMB,ΩΜΒ,HYPERWorldSphereOMB,ΥΠΕΡΚΟΣΜΟΣΦΑΙΡΑΩΜΒ
19,9,212001,212,001,001,lower,HYPO,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,OMB,ΩΜΒ,HYPOWorldSphereOMB,ΥΠΟΚΟΣΜΟΣΦΑΙΡΑΩΜΒ
19,10,010212,010,212,010,upper,HYPER,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,FRO,ΦΡΟ,HYPERWorldSphereFRO,ΥΠΕΡΚΟΣΜΟΣΦΑΙΡΑΦΡΟ
19,11,212010,212,010,010,lower,HYPO,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,FRO,ΦΡΟ,HYPOWorldSphereFRO,ΥΠΟΚΟΣΜΟΣΦΑΙΡΑΦΡΟ
19,12,100212,100,212,100,upper,HYPER,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,AER,ΑΗΡ,HYPERWorldSphereAER,ΥΠΕΡΚΟΣΜΟΣΦΑΙΡΑΑΗΡ
19,13,212100,212,100,100,lower,HYPO,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,AER,ΑΗΡ,HYPOWorldSphereAER,ΥΠΟΚΟΣΜΟΣΦΑΙΡΑΑΗΡ
20,1,122200,122,200,200,lower,HYPO,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,CTH,ΧΘΝ,HYPOHarmonicBloomCTH,ΥΠΟΑΡΜΟΝΙΟΑΝΘΟΣΧΘΝ
20,2,200122,200,122,200,upper,HYPER,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,CTH,ΧΘΝ,HYPERHarmonicBloomCTH,ΥΠΕΡΑΡΜΟΝΙΟΑΝΘΟΣΧΘΝ
20,3,122020,122,020,020,lower,HYPO,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,HYD,ΥΔΡ,HYPOHarmonicBloomHYD,ΥΠΟΑΡΜΟΝΙΟΑΝΘΟΣΥΔΡ
20,4,020122,020,122,020,upper,HYPER,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,HYD,ΥΔΡ,HYPERHarmonicBloomHYD,ΥΠΕΡΑΡΜΟΝΙΟΑΝΘΟΣΥΔΡ
20,5,122002,122,002,002,lower,HYPO,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,KAT,ΚΑΤ,HYPOHarmonicBloomKAT,ΥΠΟΑΡΜΟΝΙΟΑΝΘΟΣΚΑΤ
20,6,002122,002,122,002,upper,HYPER,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,KAT,ΚΑΤ,HYPERHarmonicBloomKAT,ΥΠΕΡΑΡΜΟΝΙΟΑΝΘΟΣΚΑΤ
20,7,122122,122,122,,none,,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,,,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ
20,8,001122,001,122,001,upper,HYPER,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,OMB,ΩΜΒ,HYPERHarmonicBloomOMB,ΥΠΕΡΑΡΜΟΝΙΟΑΝΘΟΣΩΜΒ
20,9,122001,122,001,001,lower,HYPO,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,OMB,ΩΜΒ,HYPOHarmonicBloomOMB,ΥΠΟΑΡΜΟΝΙΟΑΝΘΟΣΩΜΒ
20,10,010122,010,122,010,upper,HYPER,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,FRO,ΦΡΟ,HYPERHarmonicBloomFRO,ΥΠΕΡΑΡΜΟΝΙΟΑΝΘΟΣΦΡΟ
20,11,122010,122,010,010,lower,HYPO,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,FRO,ΦΡΟ,HYPOHarmonicBloomFRO,ΥΠΟΑΡΜΟΝΙΟΑΝΘΟΣΦΡΟ
20,12,100122,100,122,100,upper,HYPER,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,AER,ΑΗΡ,HYPERHarmonicBloomAER,ΥΠΕΡΑΡΜΟΝΙΟΑΝΘΟΣΑΗΡ
20,13,122100,122,100,100,lower,HYPO,122,HarmonicBloom,ΑΡΜΟΝΙΟΑΝΘΟΣ,AER,ΑΗΡ,HYPOHarmonicBloomAER,ΥΠΟΑΡΜΟΝΙΟΑΝΘΟΣΑΗΡ
